Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
training#799528852410265600#1#1#HSC.conllu	1	19	19.0	5.25	10.526315789473685	5.2631578947368425	0	0	5.2631578947368425	15.789473684210526	0	21.05263157894737	5.2631578947368425	0	15.789473684210526	15.789473684210526	0	0	5.2631578947368425	0	0.625	100.0	0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	3.0	19.0	10.0	2.6	10	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	10.526315789473685	0	0	0	5.2631578947368425	5.2631578947368425	0	0	5.2631578947368425	0	0	10.526315789473685	5.2631578947368425	0	0	0	0	0	0	0	5.2631578947368425	0	0	0	0	5.2631578947368425	5.2631578947368425	0	0	10.526315789473685	10.526315789473685	0	0	15.789473684210526	5.2631578947368425	0	0	100.0	0.0	0	0	0	0	0	0	0	0
training#808400282107445250#0#0#HSC.conllu	2	15	7.5	7.230769230769231	0	13.333333333333334	0	0	0	13.333333333333334	0	33.333333333333336	0	0	26.666666666666668	13.333333333333334	0	0	0	0	0.6923076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	5.5	2.272727272727273	8	2.0	1	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.333333333333334	0	0	6.666666666666667	6.666666666666667	0	0	13.333333333333334	0	0	0	0	0	0	0	0	0	0	20.0	0	0	13.333333333333334	0	0	0	0	0	0	0	13.333333333333334	13.333333333333334	0	0	0	0	0	0	0	0	0	0	0	0
training#553992006671024129#1#1#HSC.conllu	1	14	14.0	4.571428571428571	21.428571428571427	14.285714285714286	0	7.142857142857143	7.142857142857143	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	0	0	7.142857142857143	0	0.5714285714285714	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	14.0	8.0	1.9230769230769231	8	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	0	14.285714285714286	0	7.142857142857143	0	14.285714285714286	7.142857142857143	0	0	7.142857142857143	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	7.142857142857143	0	0	0	7.142857142857143	14.285714285714286	0	0	0	7.142857142857143	0	0	100.0	0.0	0	0	0	0	0	0	0	0
training#531752278152462336#1#0#TW-BS.conllu	2	12	6.0	6.181818181818182	0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	0	0	33.333333333333336	8.333333333333334	8.333333333333334	0	16.666666666666668	0	0.6363636363636364	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	1.0	50.0	0	50.0	0	0	0	0	1.5	6.0	3.0	2.6666666666666665	6	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	8.333333333333334	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	8.333333333333334	0	16.666666666666668	0	0	0	0	0	0	8.333333333333334	16.666666666666668	0	0	100.0	0.0	0	0	0	0	0	0	0	0
training#507259632075542528#1#1#TW-BS.conllu	2	26	13.0	4.68	7.6923076923076925	19.23076923076923	7.6923076923076925	3.8461538461538463	0	19.23076923076923	0	19.23076923076923	0	3.8461538461538463	3.8461538461538463	3.8461538461538463	0	0	11.538461538461538	0	0.52	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	100.0	0	66.66666666666667	0	0	33.333333333333336	50.0	0	0	0	0	50.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	2.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	3.5	6.5	6.0	2.130434782608696	7	1.0	2	100.0	0	0	0	0.0	100.0	0	0	0	0	0	7.6923076923076925	3.8461538461538463	0	0	0	19.23076923076923	0	0	0	3.8461538461538463	3.8461538461538463	0	19.23076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	11.538461538461538	0	0	0	3.8461538461538463	11.538461538461538	0	0	3.8461538461538463	7.6923076923076925	0	3.8461538461538463	66.66666666666667	33.333333333333336	100.0	0.0	1.0	100.0	0	0	0	0
training#793510954306772992#1#1#HSC.conllu	1	23	23.0	5.238095238095238	4.3478260869565215	4.3478260869565215	8.695652173913043	0	8.695652173913043	21.73913043478261	0	8.695652173913043	0	4.3478260869565215	21.73913043478261	8.695652173913043	0	0	8.695652173913043	0	0.5714285714285714	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	1.0	0	0	100.0	0	0	0	0	4.0	11.5	11.0	2.65	11	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	8.695652173913043	4.3478260869565215	0	0	0	4.3478260869565215	8.695652173913043	0	0	4.3478260869565215	0	0	21.73913043478261	0	0	0	0	0	0	0	0	0	0	13.043478260869565	0	0	4.3478260869565215	8.695652173913043	0	0	4.3478260869565215	4.3478260869565215	0	0	8.695652173913043	4.3478260869565215	0	0	100.0	0.0	0	0	0	0	0	0	0	0
training#526846811076452352#0#0#TW-BS.conllu	2	9	4.5	6.857142857142857	0	0	0	0	0	11.11111111111111	0	11.11111111111111	0	0	44.44444444444444	22.22222222222222	0	0	11.11111111111111	0	0.8571428571428571	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	50.0	1.0	0	100.0	0	0	0	0	0	1.5	9.0	3.0	2.0	3	0	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	22.22222222222222	11.11111111111111	0	0	0	0	0	0	22.22222222222222	22.22222222222222	0	0	100.0	0.0	0	0	0	0	0	0	0	0
training#134559889413509120#1#0#TW-SENTIPOLC.conllu	1	11	11.0	5.444444444444445	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	18.181818181818183	18.181818181818183	0	0	18.181818181818183	0	0.6666666666666666	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	5.0	5.5	3.0	1.625	3	0	0	0	0	0	0	0.0	100.0	0.0	100.0	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	0	18.181818181818183	0	0	0	18.181818181818183	9.090909090909092	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0	0
training#806458470086176769#0#0#HSC.conllu	2	22	11.0	6.05	18.181818181818183	0	4.545454545454546	4.545454545454546	4.545454545454546	9.090909090909092	0	13.636363636363637	0	0	13.636363636363637	9.090909090909092	9.090909090909092	0	13.636363636363637	0	0.7	0	0	0	100.0	0	50.0	0	50.0	66.66666666666667	0	33.333333333333336	0	0	50.0	0	0	0	50.0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	1.6666666666666667	0	66.66666666666667	0	33.333333333333336	0	0	0	3.5	5.5	3.5	1.8333333333333333	5	0	0	0	0	0	0	0.0	100.0	66.66666666666667	33.333333333333336	0	0	0	4.545454545454546	13.636363636363637	0	0	0	0	4.545454545454546	4.545454545454546	0	4.545454545454546	4.545454545454546	4.545454545454546	9.090909090909092	0	0	0	0	0	0	0	0	0	0	4.545454545454546	0	9.090909090909092	0	9.090909090909092	0	0	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	0	50.0	50.0	100.0	0.0	2.0	0	100.0	0	0	0
test#249091520131649536#1#0#TW-SPINO.conllu	3	22	7.333333333333333	4.888888888888889	13.636363636363637	9.090909090909092	9.090909090909092	4.545454545454546	4.545454545454546	18.181818181818183	0	13.636363636363637	0	0	9.090909090909092	18.181818181818183	0	0	0	0	0.5555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	0.3333333333333333	33.333333333333336	0	0	0	0	0	0	0	0	1.6666666666666667	22.0	3.0	1.9333333333333333	4	1.0	2	100.0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	13.636363636363637	0	0	0	9.090909090909092	4.545454545454546	0	0	0	4.545454545454546	0	18.181818181818183	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	18.181818181818183	13.636363636363637	0	0	100.0	0.0	0	0	0	0	0	0	0	0
